Cust id,Age,Gender,Profession,Salary,Expenditure Allowance,No.of ppl in family,Recency,Frequency,Monetary Value,Frequently purchased product,Average views of the product,Spending score
1267,21,Female,Doctor,164500,64593,6,22,22,9289,Product A,8.942887886,45
1268,61,Male,Doctor,268649,40870,4,88,24,7364,Product B,5.743985414,61
1269,43,Male,Engineer,143399,35232,9,42,16,7265,Product D,8.417892535,43
1270,19,Female,Engineer,262339,60275,8,53,1,3012,Product C,8.447640999,28
1271,30,Female,Teacher,187359,44031,3,40,12,3877,Product C,6.994040379,30
1272,55,Male,Manager,87875,57161,2,95,7,3783,Product A,2.522194704,46
1273,39,Male,Doctor,236436,23243,10,71,1,3036,Product D,2.7759761,34
1274,45,Male,Teacher,52659,73560,2,74,20,7662,Product E,1.516455912,56
1275,44,Male,Engineer,242867,18992,8,61,2,3164,Product D,6.963641476,31
1276,58,Male,Teacher,116289,67535,9,34,13,8263,Product E,5.95766835,43
1277,20,Female,Manager,184487,54394,10,6,14,4516,Product A,9.65880944,21
1278,30,Male,Engineer,112979,24170,1,13,1,8892,Product C,1.874467804,34
1279,31,Female,Manager,240831,54974,10,4,1,6295,Product A,0.16762822,22
1280,31,Male,Doctor,187513,58503,5,53,7,6195,Product D,3.071534437,40
1281,55,Male,Engineer,282860,62703,3,98,19,4891,Product A,9.474222715,55
1282,30,Male,Doctor,256695,44349,2,60,14,4839,Product A,5.498593672,40
1283,50,Male,Doctor,104678,58744,6,66,9,5088,Product A,8.860203264,41
1284,52,Female,Teacher,277432,23748,6,7,19,3175,Product B,8.129783265,19
1285,59,Male,Manager,244481,73242,3,29,21,3471,Product E,7.43966893,28
1286,29,Male,Teacher,44275,50634,1,53,12,3358,Product A,2.817658335,32
1287,56,Male,Teacher,119292,33883,8,17,17,4297,Product C,5.795027959,25
1288,40,Male,Manager,259996,67582,4,24,6,5730,Product D,2.565449042,29
1289,35,Female,Manager,141085,69393,10,13,15,3373,Product A,4.321414608,20
1290,44,Female,Teacher,73107,46967,6,49,16,3484,Product D,4.242797876,33
1291,33,Male,Teacher,284002,35988,6,24,20,1458,Product B,1.727813006,19
1292,28,Female,Teacher,207665,33212,3,63,8,5689,Product B,1.256143853,42
1293,64,Female,Engineer,283359,40759,3,73,11,3332,Product B,3.623022049,39
1294,24,Male,Engineer,52485,20747,2,89,14,5243,Product C,2.225811693,51
1295,23,Female,Manager,167630,20997,1,78,14,6524,Product B,3.686098502,52
1296,44,Female,Manager,275345,61697,4,14,16,2556,Product A,0.446578658,18
1297,21,Male,Engineer,37514,43740,10,66,8,8402,Product B,8.426808843,52
1298,44,Female,Teacher,97333,70875,10,90,11,3424,Product A,2.565990081,45
1299,29,Male,Doctor,42042,17733,6,93,10,6494,Product E,2.173663269,55
1300,19,Male,Manager,93008,73640,4,68,11,6443,Product C,1.453890357,47
1301,22,Female,Teacher,152201,38435,8,89,21,6936,Product C,0.592402435,59
1302,64,Female,Engineer,170274,21765,9,17,5,1187,Product E,0.809772045,11
1303,23,Female,Doctor,103208,61867,4,68,5,7111,Product E,6.693227992,48
1304,25,Female,Teacher,219730,64879,2,32,22,8150,Product E,0.34860141,45
1305,56,Male,Teacher,90939,61786,9,5,10,8589,Product D,6.778244555,33
1306,35,Female,Doctor,43453,55049,8,95,20,5688,Product A,5.065445543,57
1307,29,Female,Teacher,284065,44004,10,91,11,7126,Product D,9.337566314,57
1308,26,Female,Teacher,293911,45572,8,32,20,3424,Product B,3.17166172,28
1309,61,Female,Teacher,210352,67762,1,63,8,4186,Product D,5.435937667,37
1310,62,Male,Manager,260702,33741,2,4,15,1615,Product D,6.384106962,11
1311,31,Male,Engineer,98933,70001,6,79,12,3788,Product A,4.96226641,42
1312,41,Female,Engineer,232520,44407,5,25,1,2755,Product E,8.008723348,17
1313,27,Male,Doctor,246477,46540,8,56,8,1914,Product A,2.872178273,27
1314,31,Female,Teacher,175768,71238,6,27,19,7538,Product B,6.430269099,40
1315,23,Female,Engineer,190609,49936,2,67,6,5222,Product E,0.393636905,41
1316,64,Female,Doctor,210528,55166,9,44,4,6297,Product E,2.740906821,36
1317,50,Male,Teacher,298242,18559,10,28,0,7966,Product D,5.895963509,35
1318,51,Female,Doctor,42579,22422,9,75,24,4024,Product D,3.058633509,46
1319,36,Male,Doctor,94778,27805,10,91,3,1666,Product A,1.924391056,36
1320,49,Female,Doctor,187845,34465,10,20,16,9919,Product C,4.626812701,45
1321,56,Female,Doctor,261933,25305,1,59,0,1671,Product A,3.423888585,25
1322,42,Female,Doctor,193185,46523,7,8,15,3164,Product C,0.990817409,18
1323,39,Female,Manager,189772,60868,5,17,2,8085,Product D,1.293155043,33
1324,24,Male,Teacher,81156,49631,9,31,8,9213,Product A,3.321057135,43
1325,23,Male,Engineer,244031,31910,8,22,14,8960,Product C,4.038844082,41
1326,32,Female,Engineer,161989,31409,1,61,21,1574,Product A,4.956852355,32
1327,45,Male,Teacher,47286,56200,7,38,14,1656,Product C,0.878930637,22
1328,51,Female,Engineer,220614,35867,2,42,7,4831,Product B,5.559437913,32
1329,21,Male,Teacher,91189,18157,2,98,8,9613,Product C,9.153510083,67
1330,44,Female,Manager,122078,45729,3,63,1,8660,Product D,2.42492352,50
1331,36,Female,Engineer,215986,53080,3,58,12,2926,Product C,1.593877308,33
1332,39,Female,Manager,184243,46008,8,9,6,8435,Product B,4.458733218,33
1333,57,Female,Doctor,228772,45031,5,90,22,5989,Product D,4.370857801,57
1334,35,Male,Doctor,229573,55879,3,0,4,8520,Product A,8.323222416,29
1335,21,Male,Manager,33163,74645,5,99,20,1393,Product B,4.624264329,44
1336,31,Male,Engineer,62415,34134,6,57,10,9163,Product C,1.992768718,52
1337,37,Male,Doctor,169382,35547,9,4,5,3547,Product B,7.850057107,14
1338,36,Female,Teacher,102665,50524,5,97,4,4089,Product E,0.268749675,47
1339,53,Male,Engineer,72538,67093,1,33,3,7510,Product A,0.479439739,37
1340,32,Male,Engineer,127774,15059,7,59,12,8315,Product D,3.919396886,51
1341,56,Male,Engineer,120238,52483,6,49,8,4243,Product D,9.045439278,33
1342,41,Male,Manager,78010,35675,5,5,10,6008,Product C,9.678650556,25
1343,38,Male,Doctor,262498,18979,1,62,2,7998,Product E,4.186211947,47
1344,40,Male,Doctor,273614,28338,6,9,9,2338,Product B,4.754742936,13
1345,33,Female,Engineer,131843,63699,9,80,19,7547,Product E,7.766910133,58
1346,57,Male,Manager,271531,70539,9,94,24,1190,Product B,7.90367522,43
1347,39,Male,Engineer,183541,15794,3,6,21,9185,Product A,5.572802547,39
1348,25,Female,Doctor,90587,46099,9,53,19,4532,Product C,9.510559302,39
1349,37,Male,Teacher,150144,17386,4,66,19,5374,Product B,6.29640301,46
1350,22,Male,Doctor,255656,72457,1,42,11,5070,Product A,5.993669116,34
1351,40,Female,Doctor,140191,48122,7,0,13,3352,Product B,9.541779613,15
1352,21,Male,Teacher,154431,68411,10,14,5,2471,Product D,5.49331074,14
1353,20,Female,Manager,102497,49174,9,72,8,5498,Product E,4.165505326,44
1354,65,Female,Teacher,240791,65046,10,39,21,4117,Product B,8.015491273,33
1355,38,Female,Engineer,276131,73721,2,46,6,6481,Product D,2.200483058,38
1356,63,Male,Teacher,220130,73354,7,38,7,4560,Product D,2.648586105,30
1357,30,Male,Teacher,247108,55020,4,40,21,1776,Product C,8.99331021,26
1358,56,Female,Engineer,155571,29653,4,52,15,4260,Product E,4.676476306,36
1359,38,Male,Teacher,150134,63653,5,7,8,1184,Product E,9.37473068,8
1360,51,Female,Engineer,256335,74185,9,29,21,4524,Product A,9.875230224,31
1361,46,Male,Engineer,284481,41665,4,44,25,9948,Product B,0.80219397,56
1362,39,Male,Doctor,289712,58633,2,38,23,6841,Product D,3.93164856,43
1363,55,Female,Doctor,118557,44148,7,84,22,7355,Product D,7.829475041,59
1364,54,Male,Teacher,294154,51584,10,83,18,8602,Product D,0.990862959,62
1365,60,Male,Teacher,237993,65700,1,87,4,1688,Product B,7.711016879,35
1366,35,Male,Doctor,145721,56405,4,92,19,3109,Product D,6.048314621,47
1367,38,Female,Doctor,244520,53074,4,3,11,8826,Product E,4.112655198,34
1368,35,Female,Manager,105642,22895,3,76,25,5651,Product A,6.895301018,52
1369,47,Female,Doctor,74447,23576,3,35,8,5420,Product E,3.487195179,32
1370,54,Female,Teacher,259636,18120,2,97,25,6765,Product B,5.321420075,63
1371,41,Female,Engineer,127463,42022,2,73,10,3990,Product C,9.634637614,40
1372,63,Male,Manager,207689,49315,8,41,6,7169,Product B,9.891117487,39
1373,27,Male,Manager,126392,74154,7,76,18,2191,Product D,2.407392872,38
1374,27,Female,Engineer,227275,23852,6,17,8,2233,Product D,4.816140668,15
1375,45,Female,Teacher,249978,18815,5,81,0,6810,Product A,1.612667146,49
1376,37,Female,Teacher,275393,57198,2,42,6,1509,Product C,3.963419661,21
1377,23,Female,Teacher,254485,55099,1,19,21,6045,Product C,4.066254554,33
1378,32,Male,Doctor,99534,61046,7,14,5,1182,Product C,9.741103874,10
1379,62,Female,Doctor,72418,18598,4,83,3,1473,Product D,6.356326998,33
1380,23,Male,Engineer,161626,34078,2,85,3,1321,Product E,6.59784994,33
1381,63,Male,Teacher,271017,22928,4,7,7,2171,Product C,2.669298873,11
1382,41,Female,Teacher,299445,31148,5,15,16,4720,Product C,5.959128801,26
1383,24,Male,Doctor,68338,58948,1,74,4,7088,Product D,3.583990288,49
1384,44,Male,Doctor,101505,29518,6,23,16,1935,Product C,8.434414169,19
1385,60,Female,Manager,151203,71153,9,46,2,4734,Product E,9.883464627,31
1386,38,Male,Manager,225155,71353,10,93,0,9894,Product E,0.280167614,63
1387,40,Female,Doctor,224320,52148,3,32,1,5962,Product A,3.110148268,30
1388,23,Male,Doctor,105065,47553,4,75,10,8622,Product E,6.240104935,57
1389,56,Male,Teacher,85032,63651,2,69,1,6846,Product C,0.14476661,46
1390,25,Male,Doctor,59467,45462,3,34,2,3427,Product C,6.485359711,23
1391,65,Female,Engineer,62847,46431,10,82,5,5283,Product C,0.471062285,46
1392,23,Female,Doctor,112506,25752,7,8,17,9824,Product D,0.779108074,41
1393,24,Female,Engineer,248604,70916,4,86,13,6432,Product B,1.768108268,54
1394,55,Male,Engineer,31141,58418,7,53,18,6883,Product C,7.30186968,46
1395,25,Female,Doctor,99843,66830,9,57,16,1116,Product E,7.623627912,28
1396,39,Female,Teacher,229657,29655,5,75,7,5497,Product B,4.412099943,45
1397,52,Female,Manager,222854,52601,1,84,14,7058,Product C,9.729055115,56
1398,20,Female,Doctor,235717,24314,7,25,13,7567,Product A,5.244697608,37
1399,50,Male,Teacher,231912,37242,10,19,8,3609,Product A,9.789659261,21
1400,28,Male,Teacher,173437,39719,10,34,13,2957,Product E,7.566533128,25
1401,33,Female,Engineer,143686,43740,6,65,19,8917,Product C,4.512448552,57
1402,47,Female,Manager,144272,72798,2,59,18,1698,Product A,3.46634115,31
1403,42,Female,Doctor,188487,58400,8,49,22,2587,Product C,9.359775942,32
1404,19,Male,Engineer,164040,41342,3,33,16,3774,Product D,3.106009526,28
1405,52,Female,Manager,191361,16044,10,31,10,5113,Product E,1.386472373,30
1406,20,Male,Manager,151034,15863,9,74,5,6703,Product D,2.708543532,48
1407,37,Female,Engineer,75196,46230,4,92,11,1399,Product D,2.709917788,38
1408,27,Female,Doctor,266330,26795,7,100,23,6082,Product D,9.664655804,61
1409,33,Female,Teacher,151188,15414,9,83,6,9454,Product D,7.533640566,61
1410,58,Female,Engineer,112106,22986,6,59,18,9209,Product B,6.927688396,56
1411,27,Female,Engineer,95779,16522,2,45,13,5396,Product B,9.364737225,37
1412,52,Male,Doctor,105216,69464,7,89,12,7375,Product B,5.442557933,58
1413,54,Male,Teacher,172948,65541,3,99,9,9875,Product A,8.622337922,68
1414,25,Male,Doctor,108241,34712,1,83,15,5117,Product B,3.259447315,49
1415,37,Female,Doctor,221753,63407,2,99,17,8784,Product B,2.858282296,67
1416,48,Female,Doctor,172679,63502,7,20,9,7917,Product A,4.579376042,36
1417,50,Male,Engineer,123558,62532,1,91,25,2586,Product A,0.049378252,47
1418,65,Female,Teacher,260814,72259,6,40,15,3762,Product D,1.727004827,30
1419,36,Female,Engineer,93063,36084,5,46,6,6065,Product C,9.345304037,37
1420,36,Male,Engineer,250832,35104,6,86,19,5555,Product B,7.9786383,53
1421,57,Male,Engineer,286377,30258,10,36,13,3867,Product D,1.666012265,29
1422,37,Female,Doctor,241191,58910,1,56,18,4429,Product D,7.325988493,39
1423,49,Female,Teacher,146543,39002,2,20,0,7068,Product B,4.735245719,30
1424,23,Female,Doctor,41191,27020,6,62,11,6031,Product A,4.168948795,44
1425,62,Female,Doctor,226279,58485,6,7,14,1277,Product E,1.88730314,11
1426,25,Male,Doctor,109551,45923,8,49,7,3774,Product E,5.610219632,31
1427,52,Male,Teacher,201205,52088,3,50,3,3162,Product A,2.841954935,28
1428,47,Female,Doctor,261975,29979,4,10,8,7517,Product A,0.526736281,31
1429,43,Female,Teacher,86556,28799,1,43,24,9613,Product E,7.075929306,54
1430,22,Male,Engineer,140331,47046,9,1,9,7235,Product B,7.351595254,27
1431,21,Male,Doctor,274879,30103,9,23,17,5621,Product D,4.233526172,32
1432,29,Female,Doctor,90924,24716,2,27,3,3605,Product C,7.328651926,22
1433,21,Male,Manager,56999,32580,2,87,10,1621,Product D,9.02041451,37
1434,58,Male,Engineer,173502,43742,5,61,6,5423,Product E,5.638158238,40
1435,28,Male,Doctor,74237,16958,7,79,6,2982,Product D,2.492770107,38
1436,44,Male,Engineer,97363,32760,1,2,10,3351,Product D,6.905717607,15
1437,56,Female,Doctor,258211,27561,9,27,9,3820,Product C,8.940622002,24
1438,21,Male,Teacher,257631,48056,6,92,16,2077,Product A,8.520630936,42
1439,28,Female,Engineer,136789,67715,2,29,6,6758,Product C,4.611733225,34
1440,56,Female,Doctor,278544,16123,10,6,1,3982,Product A,4.080122677,15
1441,24,Male,Engineer,32987,46850,10,56,10,7626,Product C,1.244622076,47
1442,34,Female,Teacher,141938,28019,7,78,23,1758,Product C,5.877831715,39
1443,26,Female,Engineer,296094,26306,10,89,1,2689,Product C,2.916089453,38
1444,38,Male,Teacher,39283,34585,7,36,10,1001,Product D,4.011711373,18
1445,49,Female,Doctor,171920,49861,6,58,13,6118,Product A,4.081443631,44
1446,24,Male,Manager,254838,44784,5,90,15,5667,Product E,6.706700077,53
1447,30,Male,Teacher,37611,22876,4,43,6,9923,Product E,2.573146427,49
1448,39,Male,Doctor,41998,43184,2,18,7,8784,Product B,6.033732051,37
1449,54,Female,Doctor,251150,60040,7,54,13,3857,Product B,1.823296555,35
1450,56,Female,Teacher,173714,62714,9,31,18,1065,Product B,1.879904046,19
1451,21,Male,Manager,221621,29563,7,70,3,1948,Product C,3.159298366,30
1452,27,Female,Teacher,217641,42673,6,40,18,4054,Product D,5.797700658,32
1453,51,Female,Doctor,249502,36943,7,74,22,4744,Product A,5.727813246,47
1454,34,Male,Engineer,93986,51885,9,29,23,4795,Product A,4.24356198,33
1455,62,Female,Engineer,249444,31894,4,7,24,5484,Product D,3.126030477,28
1456,42,Female,Doctor,138455,18499,7,77,2,8965,Product E,3.932596005,56
1457,43,Female,Teacher,159340,28187,5,33,24,8868,Product C,6.737258985,48
1458,49,Male,Teacher,127690,33536,3,19,11,3362,Product B,0.478784791,21
1459,21,Female,Engineer,78462,30773,5,14,19,9958,Product D,2.118513216,44
1460,33,Female,Doctor,136239,57960,8,34,15,7434,Product B,8.623533342,41
1461,61,Female,Manager,209637,20506,3,92,24,2597,Product B,2.81870056,47
1462,44,Male,Engineer,136461,21982,1,38,17,3200,Product B,4.217975465,29
1463,18,Female,Manager,67726,63150,7,77,2,7437,Product E,5.959284772,51
1464,28,Female,Teacher,117565,45741,2,10,17,4837,Product C,0.162702768,25
1465,42,Male,Teacher,176614,33810,8,80,25,6815,Product E,9.80586538,57
1466,52,Male,Doctor,138307,31437,6,64,4,3673,Product C,8.257048537,34
1467,27,Male,Engineer,247500,58773,9,56,8,3305,Product E,5.605692949,32
1468,25,Female,Engineer,280578,50950,8,73,19,3395,Product C,5.85329872,41
1469,37,Female,Manager,268143,74510,3,56,10,2962,Product E,7.393185418,31
1470,44,Female,Engineer,112721,18502,3,68,0,3559,Product B,6.295785755,34
1471,32,Male,Teacher,211610,20784,6,6,21,4459,Product E,5.34620966,23
1472,33,Male,Manager,283702,45354,7,22,15,8919,Product A,7.704090282,42
1473,45,Female,Manager,59213,68432,1,65,14,2288,Product C,7.083944661,33
1474,48,Female,Engineer,253647,67086,1,79,5,9320,Product C,1.90291349,59
1475,19,Female,Engineer,109720,17262,7,0,23,8906,Product D,3.827092414,37
1476,21,Female,Doctor,178299,24973,5,99,3,9114,Product D,9.51780869,64
1477,49,Male,Doctor,180045,18765,4,13,8,8247,Product C,8.415025723,34
1478,59,Female,Manager,73621,73096,9,20,17,1752,Product B,5.602996044,18
1479,33,Male,Doctor,91770,22778,5,19,5,3607,Product E,1.740201537,20
1480,43,Male,Manager,268432,28209,6,66,18,2854,Product B,5.695515134,37
1481,36,Female,Doctor,225105,45317,10,94,24,4504,Product A,3.634955536,54
1482,19,Male,Manager,70091,31771,2,98,5,5635,Product B,3.980567177,53
1483,31,Female,Manager,67004,52606,7,44,16,3514,Product D,4.945129844,31
1484,32,Male,Doctor,186199,16538,1,38,10,5802,Product C,1.813144751,35
1485,27,Female,Manager,250244,22641,3,30,18,9574,Product B,0.89547574,47
1486,34,Male,Engineer,284399,47314,3,78,3,7756,Product C,8.451344227,52
1487,19,Female,Engineer,74462,59181,5,23,25,9913,Product E,4.83267147,49
1488,19,Female,Teacher,292264,63221,9,62,7,6065,Product D,0.236150119,43
1489,34,Male,Manager,44496,74651,10,94,2,2653,Product B,6.563860843,40
1490,27,Female,Teacher,67717,26469,3,29,1,8759,Product D,4.731886919,39
1491,22,Male,Doctor,213237,60997,5,91,13,9220,Product A,8.309565614,65
1492,36,Female,Engineer,297633,17418,6,2,19,9671,Product D,0.852443038,39
1493,39,Female,Manager,245308,68825,9,51,7,9076,Product B,9.888429953,49
1494,60,Male,Doctor,98227,55386,8,26,24,7273,Product D,1.105792499,40
1495,19,Male,Doctor,144175,47396,10,96,4,1311,Product E,7.899258792,37
1496,47,Female,Engineer,271435,56425,4,38,16,9444,Product A,3.55504642,49
1497,40,Male,Engineer,255107,48488,4,12,17,9110,Product E,9.987771951,40
1498,27,Female,Teacher,203623,19462,4,27,2,5815,Product B,0.794513602,29
1499,46,Male,Teacher,78752,63224,1,4,2,3790,Product A,4.862978933,14
1500,37,Male,Manager,235561,16069,5,100,2,6205,Product B,3.555429613,54
1501,20,Male,Teacher,48345,53632,2,19,16,5878,Product B,1.822751,31
1502,28,Female,Manager,278879,43225,5,85,22,5563,Product E,0.278773545,54
1503,29,Female,Manager,66071,29682,5,80,0,9809,Product E,0.113637517,59
1504,34,Female,Manager,77700,37854,3,36,9,6105,Product E,5.689309977,35
1505,27,Female,Manager,87467,51499,7,95,24,5809,Product E,6.745256845,59
1506,21,Male,Engineer,290468,45305,5,64,14,6441,Product C,4.097783669,47
1507,46,Male,Engineer,99452,22360,9,88,21,1187,Product B,7.341856118,40
1508,47,Male,Manager,233029,69772,6,70,20,1025,Product E,6.083440992,33
1509,27,Female,Manager,156041,18904,4,13,1,1063,Product D,1.40046549,8
1510,41,Female,Teacher,268198,51978,10,46,6,1388,Product B,7.16278261,21
1511,56,Male,Doctor,172388,74903,6,17,11,6569,Product A,9.801123427,31
1512,22,Male,Doctor,118651,26655,2,88,22,9809,Product C,2.373714352,69
1513,53,Female,Manager,121972,64675,7,30,14,5678,Product C,1.892258544,33
1514,32,Female,Engineer,125971,27280,10,70,16,2216,Product C,3.699482299,36
1515,46,Male,Manager,63179,72892,10,55,12,5125,Product C,7.956455152,39
1516,61,Female,Doctor,80211,43570,8,79,6,3935,Product B,7.319869231,41
1517,22,Male,Doctor,177063,20423,1,100,6,4806,Product D,0.896246461,51
1518,30,Male,Engineer,64671,60968,9,15,15,8067,Product A,2.099294886,36
1519,18,Male,Engineer,143111,39949,5,46,18,2811,Product E,4.168000061,30
1520,23,Female,Doctor,238371,59036,8,33,6,4118,Product C,5.989368225,26
1521,53,Male,Teacher,149581,16915,6,39,17,2720,Product A,2.939958089,27
1522,24,Female,Engineer,221098,53897,10,93,16,5471,Product D,6.885437431,54
1523,18,Male,Teacher,71199,66583,3,13,10,5991,Product C,3.794375178,27
1524,20,Female,Teacher,169308,62168,5,0,4,5682,Product C,4.618234113,20
1525,35,Male,Manager,227258,52488,10,84,11,3955,Product C,4.597667202,44
1526,18,Male,Teacher,100007,72493,4,40,5,3621,Product C,9.468198568,27
1527,43,Female,Teacher,162669,62503,6,63,24,8391,Product B,5.742292849,56
1528,47,Female,Doctor,104279,30130,8,41,24,1429,Product C,9.42959344,26
1529,18,Female,Engineer,241887,31354,6,49,14,3042,Product E,2.379325485,31
1530,60,Female,Manager,190187,28278,1,19,21,8222,Product B,6.72623523,40
